episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
220,1.0,3.199780135646346,0.6829829654440073,0.15524199735709207,20.21619972681968,0.779817720690767,[20.21619972681968, 0.779817720690767],0.0,False,True,0.7908165143659869,1,17.709159380834848,1274.814,prepare,0.0
220,2.0,3.1997327938476943,0.6831032114197834,0.18326595495146542,8.185389532530984,2.0,[8.185389532530984, 2.0],3.1250084033613446,False,True,0.7905513581379274,1,17.709159380834848,1274.875,in_progress,0.0
220,3.0,3.2054501348406714,0.6826365033601486,0.09679997064965014,30.0,1.1637767523338665,[30.0, 1.1637767523338665],3.572109995247661,False,True,0.8228274183156362,1,17.709159380834848,1274.943,in_progress,0.0
220,4.0,3.2284626936250214,0.6820330015247669,-0.05146336542077762,26.99825941884442,0.8477814030462961,[26.99825941884442, 0.8477814030462961],0.001,False,True,0.9527738567117406,1,17.709159380834848,1275.01,in_progress,0.0
220,5.0,3.259510595617872,0.6817432789369318,-0.15356716653519006,30.0,0.9622965271329336,[30.0, 0.9622965271329336],0.001,False,True,1.128092296496098,1,17.709159380834848,1275.075,in_progress,0.0
220,6.0,3.3016954378064036,0.6858599999470112,0.7816483332232583,27.674489449996862,2.0,[27.674489449996862, 2.0],3.118225338269709,False,True,1.366336788615764,2,17.709159380834848,1275.141,in_progress,0.0
220,7.0,3.3569723743894335,0.6931201257567887,2.3050406418569414,-22.98480695052254,0.5367637649855248,[-22.98480695052254, 0.5367637649855248],0.001,False,True,1.678536754190016,2,17.709159380834848,1275.192,in_progress,0.0
220,8.0,3.412328953122333,0.7009483252923988,3.5843806430961442,-0.7644841367643096,1.4047962491993182,[-0.7644841367643096, 1.4047962491993182],3.9177994716599445,False,True,1.991064814273182,2,17.709159380834848,1275.269,in_progress,0.0
220,9.0,3.4763214254540884,0.7073113584122362,4.06377576811321,-30.0,0.5,[-30.0, 0.5],0.001,False,True,2.352426311466601,3,17.709159380834848,1275.347,in_progress,0.0
220,10.0,3.5309233932669613,0.7108944380663706,4.027190429080273,-30.0,1.2343943334068699,[-30.0, 1.2343943334068699],3.6556400991287443,False,True,2.6607796250893228,3,17.709159380834848,1275.408,in_progress,0.0
220,11.0,3.5888017773722556,0.7120189776253408,3.309235554814331,-2.8606180865637967,1.489440088074466,[-2.8606180865637967, 1.489440088074466],3.924534511284862,False,True,2.9876095056831113,4,17.709159380834848,1275.475,in_progress,0.0
220,12.0,3.662056210545917,0.7086599758854359,1.5277924802237364,19.505837128946183,0.5,[19.505837128946183, 0.5],0.001,False,True,3.4012516522262866,4,17.709159380834848,1275.519,in_progress,0.0
220,13.0,3.727130833395968,0.7093813924097641,1.1650931441367232,-14.562788259553997,1.5232774043148993,[-14.562788259553997, 1.5232774043148993],3.9298762565092975,False,True,3.768716230957027,4,17.709159380834848,1275.61,in_progress,0.0
220,14.0,3.7907640319196867,0.7124493791428074,1.5547679584127756,30.0,1.021071145472817,[30.0, 1.021071145472817],3.111785399898108,False,True,4.12804633403331,5,17.709159380834848,1275.677,in_progress,0.0
220,15.0,3.867436577748589,0.7160705568974026,1.9226178580112896,-9.040713647910195,1.1544200570086254,[-9.040713647910195, 1.1544200570086254],3.465442692734949,False,True,4.56100337355286,5,17.709159380834848,1275.747,in_progress,0.0
220,16.0,3.9374472123404622,0.7207178769931303,2.405794985759656,-16.114574104821024,1.8645111259593374,[-16.114574104821024, 1.8645111259593374],3.4063205559814875,False,True,4.956348208586737,6,17.709159380834848,1275.806,in_progress,0.0
220,17.0,4.033974880933993,0.7246834802911198,2.2675593640846623,-18.29344553072637,0.5,[-18.29344553072637, 0.5],0.001,False,True,5.50142786886002,7,17.709159380834848,1275.878,in_progress,0.0
