episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
240,1.0,3.1998774006221242,0.6830307309833042,0.14014802835509424,5.718110119075909,2.0,[5.718110119075909, 2.0],0.0,False,True,0.7913666097061381,1,17.709159380834848,745.346,prepare,0.0
240,2.0,3.200061082967501,0.6833062817043474,0.19836139938453662,-30.0,1.4071528443100019,[-30.0, 1.4071528443100019],0.001,False,True,0.7924087979616597,1,17.709159380834848,745.408,in_progress,0.0
240,3.0,3.2075678505589678,0.6841539117523359,0.4983313188271577,10.193273498610374,2.0,[10.193273498610374, 2.0],3.122316450771618,False,True,0.8348130716437294,1,17.709159380834848,745.454,in_progress,0.0
240,4.0,3.2300927150613403,0.681771870751824,-0.16665498152379601,8.566070942675033,1.149393721405916,[8.566070942675033, 1.149393721405916],3.5348712117943046,False,True,0.9619759854526594,1,17.709159380834848,745.539,in_progress,0.0
240,5.0,3.2674955847679237,0.6817628962682047,-0.18266895675667771,-18.490877891938727,1.8324315834977007,[-18.490877891938727, 1.8324315834977007],3.578557605093719,False,True,1.1731820133861834,1,17.709159380834848,745.597,in_progress,0.0
240,6.0,3.3230561663473495,0.6764811333318265,-1.3934983405982775,29.807956175054336,1.4616994494276585,[29.807956175054336, 1.4616994494276585],0.001,False,True,1.4868752105957606,2,17.709159380834848,745.68,in_progress,0.0
240,7.0,3.3931470881864043,0.6722920542288096,-2.0101393521374953,-30.0,0.6750300134941889,[-30.0, 0.6750300134941889],0.001,False,True,1.8827077259485132,2,17.709159380834848,745.75,in_progress,0.0
240,8.0,3.4670386566146263,0.6675438208060029,-2.3366275819375946,30.0,1.6526503058112942,[30.0, 1.6526503058112942],0.001,False,True,2.299951484710815,3,17.709159380834848,745.813,in_progress,0.0
240,9.0,3.5448961495789097,0.6632976019935668,-2.586645276059763,-2.454049508426486,0.5,[-2.454049508426486, 0.5],0.001,False,True,2.739574586438535,3,17.709159380834848,745.875,in_progress,0.0
240,10.0,3.614901321043697,0.6613118251936799,-2.395075328564041,-18.432130563660095,1.196623961982017,[-18.432130563660095, 1.196623961982017],3.5907131145629205,False,True,3.1348750006586648,4,17.709159380834848,745.943,in_progress,0.0
240,11.0,3.683887067148471,0.6546727243773687,-3.303755886044329,-30.0,0.5,[-30.0, 0.5],0.001,False,True,3.5244120932841914,4,17.709159380834848,746.0,in_progress,0.0
240,12.0,3.7516106352363603,0.6386116554060415,-6.110288351713492,-11.87161582489901,0.5787875886988535,[-11.87161582489901, 0.5787875886988535],0.001,False,True,3.9067993060903485,5,17.709159380834848,746.072,in_progress,0.0
240,13.0,3.812029108745252,0.6224601986964545,-8.277121198803277,28.945226773471276,2.0,[28.945226773471276, 2.0],0.001,False,True,4.247944875994776,5,17.709159380834848,746.138,in_progress,0.0
240,14.0,3.8670874921292095,0.6086024771190806,-9.631884188828316,22.826527973811388,0.7534404856505084,[22.826527973811388, 0.7534404856505084],0.001,False,True,4.558821063960605,5,17.709159380834848,746.204,in_progress,0.0
240,15.0,3.926255302341083,0.5934507538970624,-11.020421473696357,-24.230634416283678,1.112260620239868,[-24.230634416283678, 1.112260620239868],3.2073445737726956,False,True,4.892899801345495,6,17.709159380834848,746.276,in_progress,0.0
240,16.0,3.9918270907528974,0.5780248844025588,-11.703595623774914,-5.333553704772779,1.7296169447968,[-5.333553704772779, 1.7296169447968],3.5176227026020177,False,True,5.263140190842203,6,17.709159380834848,746.338,in_progress,0.0
240,17.0,4.062790268448044,0.5610628088061154,-12.25057390493511,30.0,0.5,[30.0, 0.5],0.001,False,True,5.663821433540115,7,17.709159380834848,746.404,in_progress,0.0
240,18.0,4.142854674639243,0.5416986643014551,-13.11330297343436,30.0,0.5,[30.0, 0.5],0.001,False,True,6.115885709096261,7,17.709159380834848,746.48,in_progress,0.0
240,19.0,4.196805449717618,0.5362785993816538,-11.476436202605585,30.0,0.5,[30.0, 0.5],0.001,False,True,6.420523853289653,8,17.709159380834848,746.543,in_progress,0.0
240,20.0,4.253479566960025,0.5370141524252948,-8.662455351499798,30.0,1.0328977644614274,[30.0, 1.0328977644614274],0.001,False,True,6.740552447880992,8,17.709159380834848,746.603,in_progress,0.0
240,21.0,4.308157142650119,0.54177548680819,-5.658787930250584,7.771166800308485,1.0447219546640727,[7.771166800308485, 1.0447219546640727],2.8843396048202274,False,True,7.049310319520097,8,17.709159380834848,746.668,in_progress,0.0
