episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
60,1.0,3.1999680634424963,0.6831000892210801,0.1856065830345196,5.8645750701912505,0.5,[5.8645750701912505, 0.5],0.0,False,True,0.7918798142190686,1,17.709159380834848,180.696,prepare,0.0
60,2.0,3.199732793847631,0.6831032114197833,0.18326595495146542,30.0,2.219364117780014,[30.0, 2.219364117780014],3.2095088958740234,False,True,0.7905513581379265,1,17.709159380834848,180.772,in_progress,0.0
60,3.0,3.2089285529355416,0.68485454557209,0.7152742196686434,-24.907851076208537,0.5,[-24.907851076208537, 0.5],3.2095088958740234,False,True,0.8425092949720038,1,17.709159380834848,180.833,in_progress,0.0
60,4.0,3.2259895151452214,0.6855884382811759,0.8422527250501329,-30.0,0.5,[-30.0, 0.5],3.2095088958740234,False,True,0.9388390846257425,1,17.709159380834848,180.9,in_progress,0.0
60,5.0,3.255811610183462,0.6839748126987982,0.3013649133474005,-11.799351252012205,1.9629361326314605,[-11.799351252012205, 1.9629361326314605],3.2095088958740234,False,True,1.1072242034301916,1,17.709159380834848,180.963,in_progress,0.0
60,6.0,3.300665837055351,0.6821478232228662,-0.23404647840820034,-30.0,1.562568428629986,[-30.0, 1.562568428629986],3.359275460243225,False,True,1.360490750836462,2,17.709159380834848,181.026,in_progress,0.0
60,7.0,3.348887517667191,0.6756691879547614,-1.7613443064409615,-7.701212620079939,1.094842560170697,[-7.701212620079939, 1.094842560170697],3.359275460243225,False,True,1.6327323747493787,2,17.709159380834848,181.104,in_progress,0.0
60,8.0,3.4145028373075452,0.6620631605114945,-4.399557448367842,0.7895748369419202,2.336312776210585,[0.7895748369419202, 2.336312776210585],3.359275460243225,False,True,2.003284624433441,2,17.709159380834848,181.175,in_progress,0.0
60,9.0,3.498955534323129,0.6444482744540195,-6.883291413068448,-20.24009798002182,1.7107963371471713,[-20.24009798002182, 1.7107963371471713],3.5090349912643433,False,True,2.4801464936367665,3,17.709159380834848,181.229,in_progress,0.0
60,10.0,3.57076402028018,0.6259473145274607,-9.114639685561555,-9.151982491761736,1.188117015741351,[-9.151982491761736, 1.188117015741351],3.5090349912643433,False,True,2.88556171016498,3,17.709159380834848,181.303,in_progress,0.0
60,11.0,3.663688833779719,0.6000158281274686,-11.447945920099524,-19.377778903990983,1.764665414779876,[-19.377778903990983, 1.764665414779876],3.6587949991226196,False,True,3.4102414651821005,4,17.709159380834848,181.375,in_progress,0.0
60,12.0,3.7633301615832475,0.5653817276376315,-14.506007711528582,13.23736434991251,1.9839522810768897,[13.23736434991251, 1.9839522810768897],3.808555006980896,False,True,3.9728225292694757,5,17.709159380834848,181.432,in_progress,0.0
60,13.0,3.8459299832498566,0.5312872549140158,-17.245405754028802,12.086190005072119,2.5,[12.086190005072119, 2.5],3.808555006980896,False,True,4.439197080294016,5,17.709159380834848,181.5,in_progress,0.0
60,14.0,3.9483197021527836,0.4848707597787505,-20.18989893859196,-30.0,2.5,[-30.0, 2.5],3.9583150148391724,False,True,5.017279666786389,6,17.709159380834848,181.564,in_progress,0.0
60,15.0,4.065116344929225,0.4239549379674815,-23.651611283489746,-16.895063734117954,1.5173206627244844,[-16.895063734117954, 1.5173206627244844],4.1080756187438965,False,True,5.676687305245117,7,17.709159380834848,181.631,in_progress,0.0
60,16.0,4.168182656409455,0.3576567279262447,-27.73375942823839,28.9697581464726,1.2527669980779828,[28.9697581464726, 1.2527669980779828],4.1080756187438965,False,True,6.258540023653099,7,17.709159380834848,181.704,in_progress,0.0
