episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
175,1.0,4.454636019501884,4.759284105378241,-110.56010271303809,-2.690016038215692,1.5,[-2.690016038215692, 1.5],0.0,False,True,0.6061964235069439,117,23.11822180235112,943.982,prepare,0.0
175,2.0,4.454656094065674,4.759453802201468,-110.54766634220898,-17.186360497021496,2.032213002500562,[-17.186360497021496, 2.032213002500562],0.7440210621300338,False,True,0.6054749329210574,117,23.11822180235112,944.046,in_progress,0.0
175,3.0,4.452814965858255,4.753244659516106,-110.49474168080316,-30.0,2.0380573790173564,[-30.0, 2.0380573790173564],0.7532989830612238,False,True,0.633455983112452,117,23.11822180235112,944.115,in_progress,0.0
175,4.0,4.4459103695947135,4.732890080800681,-110.37472167131256,-1.564231190369604,1.5,[-1.564231190369604, 1.5],1.5601479146534967,False,True,0.7264248288199271,117,23.11822180235112,944.18,in_progress,0.0
175,5.0,4.433099536855529,4.69788570214239,-110.37748994960923,-30.0,1.650111832752303,[-30.0, 1.650111832752303],1.2506275332168342,False,True,0.8877557428992211,117,23.11822180235112,944.246,in_progress,0.0
175,6.0,4.413889266376371,4.651840137410507,-110.90612018499716,-30.0,2.934661155045008,[-30.0, 2.934661155045008],0.6987719663084156,False,True,1.1033337508768115,117,23.11822180235112,944.315,in_progress,0.0
175,7.0,4.384888358206885,4.595571470196566,-112.52407879745257,-27.588000521025176,1.5268228877362948,[-27.588000521025176, 1.5268228877362948],1.1092697787065728,False,True,1.374938015112781,118,23.11822180235112,944.383,in_progress,0.0
175,8.0,4.340283731024639,4.523284932728843,-115.56368531471163,-23.595403782259226,1.5932484696721179,[-23.595403782259226, 1.5932484696721179],1.029116342575474,False,True,1.7411808274659601,118,23.11822180235112,944.451,in_progress,0.0
175,9.0,4.2916638314434525,4.4555415396542175,-118.8268826637563,-27.38559764010175,1.9442844312972207,[-27.38559764010175, 1.9442844312972207],0.4625749506212544,False,True,2.0931409879690444,119,23.11822180235112,944.517,in_progress,0.0
175,10.0,4.232046945372861,4.385700730018801,-122.90146235503666,-30.0,1.5,[-30.0, 1.5],0.9137845408459248,False,True,2.5027450686804564,120,23.11822180235112,944.579,in_progress,0.0
175,11.0,4.143811081629562,4.3007645169357955,-128.69853932735583,-30.0,1.5,[-30.0, 1.5],0.8612887297604637,False,True,3.0747473883727117,120,23.11822180235112,944.645,in_progress,0.0
175,12.0,4.0763334926205035,4.244923333572622,-132.61189228172503,8.230697487472561,1.5,[8.230697487472561, 1.5],0.8355226866261023,False,True,3.536250241618988,121,23.11822180235112,944.714,in_progress,0.0
175,13.0,3.992059363460739,4.186380095343305,-137.41615602254907,30.0,2.453141175415078,[30.0, 2.453141175415078],0.32037881930377565,False,True,3.9780912607567664,122,23.11822180235112,944.779,in_progress,0.0
175,14.0,3.889463516651292,4.123927972056018,-142.27103149950563,-18.70499576622772,1.5,[-18.70499576622772, 1.5],0.8262846735144269,False,True,4.59921293577149,123,23.11822180235112,944.846,in_progress,0.0
175,15.0,3.783481518245918,4.066909038801209,-146.48170322417693,-30.0,2.0011376709841633,[-30.0, 2.0011376709841633],0.3497933893331635,False,True,5.18481490300543,124,23.11822180235112,944.916,in_progress,0.0
175,16.0,3.674990552867074,4.018995314626242,-150.7476500988464,25.26301972521476,2.0664307637900405,[25.26301972521476, 2.0664307637900405],0.374149991270196,False,True,5.724093808081099,125,23.11822180235112,944.977,in_progress,0.0
175,17.0,3.5532858583612104,3.977668042295572,-155.60418478504664,-29.36018324881823,1.5,[-29.36018324881823, 1.5],0.8941088385787203,False,True,6.296962299188802,125,23.11822180235112,945.047,in_progress,0.0
175,18.0,3.4410493834298186,3.9442854117780692,-158.93786512857147,-30.0,1.5,[-30.0, 1.5],0.9148125153538674,False,True,6.814522922723409,126,23.11822180235112,945.112,in_progress,0.0
175,19.0,3.3265661429545426,3.9176011969337834,-162.32388195926663,-30.0,2.080205226145271,[-30.0, 2.080205226145271],0.43025405063173494,False,True,7.322263588292987,127,23.11822180235112,945.182,in_progress,0.0
175,20.0,3.206422220541948,3.9017592765335527,-166.89208189874694,-0.21176354806562614,2.8331170458774335,[-0.21176354806562614, 2.8331170458774335],0.7366779602989164,False,True,7.862502680520656,128,23.11822180235112,945.243,in_progress,0.0
175,21.0,3.063564550413899,3.8987539817137433,-173.0222805746917,-30.0,1.5,[-30.0, 1.5],0.9294418494537249,False,True,8.500825183990635,129,23.11822180235112,945.312,in_progress,0.0
175,22.0,2.9436848254394596,3.9071005572578685,-178.06156257587423,-1.8089423595108087,1.8894828776879942,[-1.8089423595108087, 1.8894828776879942],0.7251357532347824,False,True,9.047536667487211,130,23.11822180235112,945.371,in_progress,0.0
175,23.0,2.8210284549303597,3.925212307984685,177.16950570041868,30.0,2.981057849302068,[30.0, 2.981057849302068],0.4259280288545284,False,True,9.614909505157964,130,23.11822180235112,945.451,in_progress,0.0
175,24.0,2.680653284517263,3.9533613767224245,172.93427040132613,-30.0,1.5,[-30.0, 1.5],0.45002621406995647,False,True,10.262535352999846,131,23.11822180235112,945.507,in_progress,0.0
175,25.0,2.5588574521442666,3.9866389125551094,169.27858054976699,-30.0,1.5992941583252875,[-30.0, 1.5992941583252875],0.4889840251230152,False,True,10.824553835030127,132,23.11822180235112,945.562,in_progress,0.0
