episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
440,1.0,3.1998584470942206,0.6831892237676814,0.20111334879340373,30.0,2.7760808259459377,[30.0, 2.7760808259459377],0.0,False,True,0.7912624462200389,1,17.709159380834848,1142.964,prepare,0.0
440,2.0,3.1998096261913616,0.6831161811527741,0.17654950091263755,13.961486335059561,3.0,[13.961486335059561, 3.0],4.999966603898027,False,True,0.7909854467004356,1,17.709159380834848,1143.054,in_progress,0.0
440,3.0,3.207732723616662,0.6850069047138926,0.49534908518652687,-30.0,2.817901407340901,[-30.0, 2.817901407340901],3.0917075159237823,False,True,0.835759477875633,1,17.709159380834848,1143.121,in_progress,0.0
440,4.0,3.2341650632519694,0.6880911342295676,1.227360259189272,-30.0,2.2117355909890715,[-30.0, 2.2117355909890715],0.001,False,True,0.9850263192810448,1,17.709159380834848,1143.194,in_progress,0.0
440,5.0,3.2675262455431002,0.6903024299987014,1.5662973007313614,-30.0,3.0,[-30.0, 3.0],3.1851379968169646,False,True,1.1734289910445446,1,17.709159380834848,1143.251,in_progress,0.0
440,6.0,3.3270292944096584,0.6900759711945298,1.14281425732999,2.76221057932446,3.0,[2.76221057932446, 3.0],3.982256036840136,False,True,1.5094281823904387,2,17.709159380834848,1143.324,in_progress,0.0
440,7.0,3.3882694003610068,0.689683408864764,0.7893389650882561,-10.92523204821632,3.0,[-10.92523204821632, 3.0],3.9834357449480544,False,True,1.8551893193574003,2,17.709159380834848,1143.384,in_progress,0.0
440,8.0,3.478604502839482,0.6857750809227255,-0.31563998352540573,9.386632584450666,3.0,[9.386632584450666, 3.0],3.993753864147338,False,True,2.365287550245074,3,17.709159380834848,1143.44,in_progress,0.0
440,9.0,3.576538148435572,0.6810286280596798,-1.1650123043206375,30.0,3.0,[30.0, 3.0],3.194963713205788,False,True,2.9182900766828306,3,17.709159380834848,1143.525,in_progress,0.0
440,10.0,3.6895748728541533,0.6808842896777758,-0.6628040208437046,30.0,3.0,[30.0, 3.0],3.194568591049098,False,True,3.556585281465299,4,17.709159380834848,1143.596,in_progress,0.0
440,11.0,3.816028826066582,0.6919876893897456,1.9271670449830693,-16.192373818124516,3.0,[-16.192373818124516, 3.0],3.1822226243981486,False,True,4.270667029732012,5,17.709159380834848,1143.659,in_progress,0.0
440,12.0,3.961731594645494,0.71450585259,5.448641598194666,-15.140386794970714,3.0,[-15.140386794970714, 3.0],3.135047101952824,False,True,5.093464867189923,6,17.709159380834848,1143.717,in_progress,0.0
