episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
100,1.0,3.1998941132206746,0.6830791909851401,0.16873454284467782,19.71568780425821,1.4180718767149476,[19.71568780425821, 1.4180718767149476],0.0,False,True,0.7914618571223017,1,17.709159380834848,810.78,prepare,0.0
100,2.0,3.199732793847647,0.6831032114197833,0.18326595495146542,-8.116051902006472,2.2656891342397962,[-8.116051902006472, 2.2656891342397962],6.2175957817153416,False,True,0.7905513581379281,1,17.709159380834848,810.851,in_progress,0.0
100,3.0,3.2042433085598194,0.685214332565719,0.6231773933512373,-6.607087472949772,2.5,[-6.607087472949772, 2.5],5.618281426654649,False,True,0.816059312242871,1,17.709159380834848,810.907,in_progress,0.0
100,4.0,3.2258846535861907,0.6861473393267675,0.8268177466373066,-18.336929054330806,2.5,[-18.336929054330806, 2.5],0.001,False,True,0.9382517864574024,1,17.709159380834848,810.961,in_progress,0.0
100,5.0,3.260806553178796,0.6838424953224701,0.1607566123537981,-15.768307716872442,0.5,[-15.768307716872442, 0.5],0.001,False,True,1.1354284473949223,1,17.709159380834848,811.048,in_progress,0.0
100,6.0,3.2922347344391167,0.6810855008634105,-0.4316150109440321,4.623536266791923,2.5,[4.623536266791923, 2.5],5.621652827898403,False,True,1.3128729089844002,2,17.709159380834848,811.117,in_progress,0.0
100,7.0,3.337024112857725,0.6758800107979156,-1.5910668424562089,-14.570868210715929,2.5,[-14.570868210715929, 2.5],5.591708923205646,False,True,1.5657440564272433,2,17.709159380834848,811.18,in_progress,0.0
100,8.0,3.39706319868527,0.6667653175373217,-3.311370415085281,12.991781441738858,0.8719569184643463,[12.991781441738858, 0.8719569184643463],0.001,False,True,1.9048132878739334,2,17.709159380834848,811.215,in_progress,0.0
100,9.0,3.4672513223495067,0.6539945043618486,-5.281034744172363,-30.0,0.6293452433663227,[-30.0, 0.6293452433663227],0.001,False,True,2.3011329671259735,3,17.709159380834848,811.274,in_progress,0.0
100,10.0,3.5264442258172446,0.6430595137370644,-6.526090316599523,13.73467919007615,2.0585890675087883,[13.73467919007615, 2.0585890675087883],6.430474972840568,False,True,2.6353351452977334,3,17.709159380834848,811.372,in_progress,0.0
100,11.0,3.5820450221182307,0.631738272465907,-7.688371197572573,14.197543258220264,2.2504570804348725,[14.197543258220264, 2.2504570804348725],6.183440499587922,False,True,2.949276151325518,3,17.709159380834848,811.451,in_progress,0.0
